book_id,title,language,place_of_publication,published_year,edition,price,class_number,source,notes,author_id,publisher_id
B00234,မင်းပြစ်မင်းဒဏ်,Burmese,ရန်ကုန်,၂၀၂၄,၄ ကြိမ်,၆၅၀၀,၈၉၅.၈၃,ဝယ်ယူ,,A0028,P0016
B00235,ဘုန်းမောင့်တစ်ယောက်ထဲရယ်,Burmese,ရန်ကုန်,၂၀၂၃,၇ ကြိမ်,၆၀၀၀,၈၉၅.၈၃,ဝယ်ယူ,,A0028,P0016
B00236,ကြေးစား,Burmese,ရန်ကုန်,၂၀၂၀,၂ ကြိမ်,၆၅၀၀,၈၉၅.၈၃,ဝယ်ယူ,,A0028,P0016
B00237,ရာမည,Burmese,ရန်ကုန်,၂၀၀၅,၂ ကြိမ်,၆၀၀၀,၈၉၅.၈၃,ဝယ်ယူ,,A0127,P0098
B00238,ဆန်းစသော်တ,Burmese,ရန်ကုန်,၂၀၂၄,၃ ကြိမ်,၅၀၀၀,၈၉၁.၄၄၁,ဝယ်ယူ,,A0047,P0007
B00239,မာယာဘုံ,Burmese,ရန်ကုန်,၂၀၂၂,၄ ကြိမ်,၁၅၀၀၀,၈၉၅.၈၃,ဝယ်ယူ,,A0047,P0084
B00240,ဓားလွတ်ကိုင်ဆာမူရိုင်း၏ကိုကာကိုလာယဥ်ကျေးမှု,Burmese,ရန်ကုန်,၂၀၂၅,၂ ကြိမ်,၂၅၀၀၀,၉၁၅.၂,ဝယ်ယူ,,A0137,P0099
B00241,အနုပဋိလောမရုပ်ဝါဒ,Burmese,ရန်ကုန်,၂၀၂၄,၃ ကြိမ်,၅၀၀၀,၁၅၃.၄,ဝယ်ယူ,,A0047,P0099
B00242,မနော် နှင့် အခြားဝတ္ထုများ,Burmese,ရန်ကုန်,၂၀၁၇,၁ ကြိမ်,၃၀၀၀,၈၉၅.၈၃၀၁,ဝယ်ယူ,,A0047,P0035
B00243,မော်တော်ကားတစ်စင်း၏ အတ္ထုပ္ပတ္တိ,Burmese,ရန်ကုန်,၂၀၂၃,၄ ကြိမ်,၁၀၀၀၀,၈၉၁.၇၃,ဝယ်ယူ,,A0047,P0007
B00244,တစ်ရံရောအခါ,Burmese,ရန်ကုန်,၂၀၂၃,၁ ကြိမ်,၄၀၀၀,၉၂၀.,ဝယ်ယူ,,A0028,P0016
B00245,ရဲဘော်အောင်ဒင်,Burmese,ရန်ကုန်,၂၀၂၄,၂ ကြိမ်,၁၂၀၀၀,၈၉၅.၈၃,ဝယ်ယူ,,A0028,P0016
B00246,စာရေးဆရာ,Burmese,ရန်ကုန်,၂၀၂၂,၁ ကြိမ်,၄၀၀၀,၈၉၅.၈၃၀၁,ဝယ်ယူ,,A0028,P0016
B00247,စိတ်ဘာသာဗေဒနိဒါန်း,Burmese,ရန်ကုန်,၂၀၂၀,၂ ကြိမ်,၂၀၀၀,၄၉၅.၈,ဝယ်ယူ,,A0122,P0035
B00248,ဥပစာကမ္ဘာကြီးထဲမှာ,Burmese,ရန်ကုန်,၂၀၁၅,၁ ကြိမ်,၅၀၀၀,၄၉၅.၈၀၄၈,ဝယ်ယူ,,A0122,P0040
B00249,ဆူးခင်းလမ်းကိုလျှောက်ခဲ့ရ ပန်းခင်းလမ်းကိုလျှောက်ခဲ့ရ,Burmese,ရန်ကုန်,၂၀၂၃,၁ ကြိမ်,၅၅၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0122,P0016
B00250,သက်တံရောင်စုံ ဘာသာစကား,Burmese,ရန်ကုန်,၂၀၂၂,၄ ကြိမ်,၇၅၀၀,၄၉၅.၈,ဝယ်ယူ,,A0122,P0016
B00251,၁၃၀၀ပြည့် ရေနံမြေ အရေးတော်ပုံ,Burmese,ရန်ကုန်,၂၀၁၃,၃ ကြိမ်,၅၀၀၀,၃၃၁.၈၉၂,ဝယ်ယူ,,A0138,P0026
B00252,မြန်မာ့ရှေးရိုးပန်းချီ ဗုဒ္ဓဝင်,Burmese,ရန်ကုန်,၂၀၂၂,၁ ကြိမ်,၆၅၀၀၀,၂၉၄.၃၆၃,ဝယ်ယူ,ရည်ညွှန်း,A0139,P0021
B00253,ယမကာလုလင်,Burmese,ရန်ကုန်,၂၀၁၈,၁ ကြိမ်,၂၀၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0140,P0065
B00254,မြန်မာရာဇဝင်စစ်ဘုရင်နဲ့ စစ်တပ်ရဲ့ ကဏ္ဍ တတိယတွဲ,Burmese,ရန်ကုန်,၂၀၂၃,၁ ကြိမ်,၉၀၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0141,P0100
B00255,ရင်ထဲက အမှတ်တရများ,Burmese,ရန်ကုန်,၂၀၂၂,၁ ကြိမ်,၅၀၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0122,P0016
B00256,တိုက်ပုံအင်္ကျီနှင့် ဇနကမင်းကြီး ဖတ်စရာဆောင်းပါးများ,Burmese,ရန်ကုန်,၂၀၀၇,၁ ကြိမ်,၅၀၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0122,P0040
B00257,လပြည့်ဝန်းနှင့် ဆင်စွယ်ဘီးကလေး,Burmese,ရန်ကုန်,၂၀၀၉,၁ ကြိမ်,၅၀၀၀,၈၉၅.၈၈,ဝယ်ယူ,,A0122,P0040
B00258,ကျနော် ဝရမ်းပြေး ကျနော် ဒုက္ခသည်,Burmese,ရန်ကုန်,၂၀၁၉,၂ ကြိမ်,၃၀၀၀,၉၂၃.၂,ဝယ်ယူ,,A0142,P0065
B00259,သမိုင်းမဲ့လူနှင့် အတွေးအမြင်စာစုများ,Burmese,ရန်ကုန်,၂၀၁၈,၁ ကြိမ်,၃၀၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0143,P0101
B00260,နိုင်ငံရေးဒဏ္ဍာရီနှင့် အတွေးအမြင်ဆောင်းပါးများ,Burmese,ရန်ကုန်,၂၀၁၁,၁ ကြိမ်,၆၀၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0144,P0005
B00261,အဘိဓာန်ပညာနိဒါန်း,Burmese,ရန်ကုန်,၂၀၂၄,၂ ကြိမ်,၅၀၀၀,၄၉၅.၈၀၄၃,ဝယ်ယူ,,A0122,P0035
B00262,ဦးဖေမောင်တင်၊ မြန်မာစာနှင့် အမွေခံပုဂ္ဂိုလ်များအကြောင်း,Burmese,ရန်ကုန်,၂၀၂၄,၁ ကြိမ်,၁၀၀၀၀,၉၂၈.၉၅၈,ဝယ်ယူ,,A0122,P0102
B00263,မွေးရပ်မြေအလွမ်း လက်ဆင့်ကမ်းအမွေ,Burmese,ရန်ကုန်,၂၀၁၆,၂ ကြိမ်,၅၀၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0122,P0040
B00264,ဂျက်လန်ဒန် သူ့ဘဝ၊ သူ့စာပေ,Burmese,ရန်ကုန်,၂၀၂၃,၄ ကြိမ်,၇၅၀၀,၉၂၈.၁,ဝယ်ယူ,,A0028,P0016
B00265,အနုစကြဝဠာနှင့် မဟာစကြဝဠာ,Burmese,ရန်ကုန်,၂၀၂၄,၅ ကြိမ်,၈၀၀၀,၁၅၃.၄,ဝယ်ယူ,,A0028,P0016
B00266,သမိုင်းထဲက မန္တလေး၊ မန္တလေးထဲက သမိုင်း,Burmese,ရန်ကုန်,၂၀၂၄,၂ ကြိမ်,၈၀၀၀,၉၁၅.၉၁,ဝယ်ယူ,,A0047,P0084
B00267,ဝတ္ထုတိုပေါင်းချုပ်- ၁ (၁၉၄၉- ၁၉၆၁),Burmese,ရန်ကုန်,၂၀၂၃,၅ ကြိမ်,၆၀၀၀,၈၉၅.၈၃၀၁,ဝယ်ယူ,,A0047,P0099
B00268,ဘိုင်စကယ်သူခိုးများ,Burmese,ရန်ကုန်,၂၀၂၁,၂ ကြိမ်,၃၀၀၀,၇၉၁.၄၃၇,ဝယ်ယူ,,A0047,P0065
B00269,ဗမာပြည်ကွန်မြူနစ်ပါတီ ပြည်သူ့တပ်မတော်၏ ဗိုလ်ချုပ်မှူး၊ ဗိုလ်ချုပ်ကြီးများနှင့် ဖွဲ့စည်းပုံ,Burmese,ရန်ကုန်,၂၀၂၀,၁ ကြိမ်,၆၀၀၀,၃၂၄.၂,ဝယ်ယူ,,A0130,P0009
B00270,ပျူကမ္ပည်းများ,Burmese,ရန်ကုန်,၂၀၂၄,၁ ကြိမ်,၁၈၀၀၀,၈၉၅.,ဝယ်ယူ,ရည်ညွှန်း,A0145,P0103
B00271,ခေတ်ဟောင်းမြန်မာရာဇဝင်,Burmese,ရန်ကုန်,၂၀၁၇,၃ ကြိမ်,၁၂၀၀၀,၉၅၉.၁၀၂,ဝယ်ယူ,ရည်ညွှန်း,A0278,P0016
B00272,သူတို့ ကျွန်ုပ်တို့ အကြောင်း,Burmese,ရန်ကုန်,၂၀၁၇,၂ ကြိမ်,၄၅၀၀,၉၂၈.၉၅၈,ဝယ်ယူ,,A0146,P0120
B00273,တိုင်းပြည့်ရန်သူ,Burmese,ရန်ကုန်,၂၀၂၂,၃ ကြိမ်,၄၀၀၀,၈၉၅.၈၂,ဝယ်ယူ,,A0147,P0065
B00274,ကင်မရာကိုင်ခဲ့ရသော ကျမဘဝ,Burmese,ရန်ကုန်,၂၀၁၆,၁ ကြိမ်,၄၀၀၀,၉၂၇.၇၁,ဝယ်ယူ,,A0148,P0104
B00275,ရန်သူ့တောင်ကုန်းမှာ အလံစိုက်နိုင်ပါစေ,Burmese,ရန်ကုန်,၂၀၁၈,၁ ကြိမ်,၃၀၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0149,P0065
B00276,သမိုင်းတွင်တဲ့ သူ သမိုင်းဝင်တဲ့ လူ,Burmese,ရန်ကုန်,၂၀၁၈,၁ ကြိမ်,၄၀၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0150,P0065
B00277,မြန်မာ့သမိုင်းထဲမှ ထူးချွန်ထင်ရှားသော သံတမန်များ,Burmese,ရန်ကုန်,၂၀၂၃,၁ ကြိမ်,၅၅၀၀,၃၂၇.၂၀၉၂,ဝယ်ယူ,,A0151,P0105
B00278,ပြောင်ပြောင်ပြောတဲ့ ပြတ်ပြတ်သားသား ပြင်းပြင်းထန်ထန်,Burmese,ရန်ကုန်,၂၀၁၅,၁ ကြိမ်,၂၀၀၀,၈၀၈.၈၇,ဝယ်ယူ,,A0152,P0065
B00279,မြန်မာသံတော်ကြီးဦးခြိမ့်၏ အီတာလျံသွားမှတ်တမ်း,Burmese,မန္တလေး,၂၀၂၄,၃ ကြိမ်,၇၀၀၀,၉၁၄.၄၅,ဝယ်ယူ,,A0153,P0106
B00280,အိန်စတိန်းနှင့် သူ၏ဓမ္မတရား,Burmese,ရန်ကုန်,၂၀၂၃,၃ ကြိမ်,၉၀၀၀,၅၃၀.၀၉၂,ဝယ်ယူ,,A0028,P0016
B00281,လူထုသန္ဓေ လူထုသန့်စင် လူထုလောကဓံ,Burmese,မန္တလေး,၂၀၂၄,၁ ကြိမ်,၁၅၀၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0138,P0107
B00282,၁၉၆၂ခုနှစ် ကာကွယ်ရေးဦးစီးချုဗိုလ်ချုပ်ကြီးနေဝင်း ပြည်ထောင်စုမြန်မာနိုင်ငံတော်ကို အာဏာသိမ်းယူသော ကယားဦးစိန်၏ မှတ်တမ်းများ,Burmese,ရန်ကုန်,၂၀၁၈,၁ ကြိမ်,၂၇၀၀,၉၂၃.၂,ဝယ်ယူ,,A0154,P0049
B00283,မြန်မာ့အိုးသမိုင်းနှင့် ဖြည့်စွက်စာတမ်း ၈စောင်,Burmese,ရန်ကုန်,၂၀၁၃,၁ ကြိမ်,၁၅၀၀,၇၃၈.၃၀၉၅၉၁,ဝယ်ယူ,,A0278,P0016
B00284,ပျူတွေဘယ်ပျောက်သွားသလဲ,Burmese,ရန်ကုန်,၂၀၂၄,၂ ကြိမ်,၅၀၀၀,၉၅၉.၁၀၂,ဝယ်ယူ,,A0278,P0016
B00285,သမိုင်းထဲက ဒီဇိုင်း,Burmese,ရန်ကုန်,၂၀၂၄,၂ ကြိမ်,၈၅၀၀,၇၂၂.၄,ဝယ်ယူ,,A0278,P0016
B00286,ဟေဝန်ပန်းမြိုင်,Burmese,ရန်ကုန်,၂၀၂၂,၂ ကြိမ်,၇၀၀၀,၈၉၅.၈၃,ဝယ်ယူ,,A0028,P0016
B00287,ကိုးကွယ်ရာ အပင်နှင့် ပုံပြင်,Burmese,ရန်ကုန်,၂၀၁၄,၂ ကြိမ်,၂၀၀၀,၂၉၄.၅,ဝယ်ယူ,,A0278,P0016
B00288,အရိုးတွန်တဲ့ ဇူလိုင်(၇),Burmese,ရန်ကုန်,၂၀၁၃,၁ ကြိမ်,၃၀၀၀,၃၂၄.,ဝယ်ယူ,,A0155,P0057
B00289,လူကြီးမရှင်းသာတဲ့ လူငယ့်ပြဿနာ ၂၀၀၂ စာစု,Burmese,ရန်ကုန်,၂၀၁၁,၁ ကြိမ်,၇၀၀၀,၈၀၈.၈၄,ဝယ်ယူ,,A0278,P0016
B00290,ရှေးမြို့‌ဟောင်းများ သမိုင်းခြေရာခံ ခရီးသွားရေးဆောင်းပါးများ,Burmese,ရန်ကုန်,၂၀၂၃,၁ ကြိမ်,၄၀၀၀,၉၁၀.၉၅၉၁,ဝယ်ယူ,,A0156,P0108
B00291,ဗြိတိသျှရာဇဝင်အကျဥ်းနှင့် ခေတ်သစ်တရုတ်- ဂျပန်ရာဇဝင်,Burmese,ရန်ကုန်,၂၀၂၀,၂ ကြိမ်,၇၀၀၀,၉၀၉.,ဝယ်ယူ,,A0278,P0016
B00292,မြန်မာရိုးရာကစားစရာနှင့် ရှေးမြန်မာသမိုင်းစာများ,Burmese,ရန်ကုန်,၂၀၂၂,၁ ကြိမ်,၉၀၀၀,၉၅၉.၁,ဝယ်ယူ,,A0278,P0016
B00293,မြန်မာလူငယ့်အသံ,Burmese,ရန်ကုန်,၂၀၁၄,၂ ကြိမ်,၃၀၀၀,၃၂၀.၉၅၉၁,ဝယ်ယူ,,A0278,P0016
B00294,မိအေး,Burmese,ရန်ကုန်,၂၀၂၄,၂ ကြိမ်,၉၀၀၀,၈၉၅.၈၃,ဝယ်ယူ,,A0028,P0016
B00295,ငြိမ်းချမ်းရေးရှေ့ရေးအလားအလာ,Burmese,ရန်ကုန်,၂၀၁၄,၁ ကြိမ်,၂၅၀၀,၉၂၃.၂,ဝယ်ယူ,,A0157,P0109
B00296,ခေတ်ဟောင်းခေတ်သစ်ရာဇဝင်- သုံးစောင်တွဲ,Burmese,ရန်ကုန်,၂၀၂၂,၁ ကြိမ်,၂၀၀၀၀,၉၀၉.,ဝယ်ယူ,,A0278,P0016
B00297,၄၉ တော်လှန်ရေး မျိုးဆက်တစ်ဦး၏ ဘဝဒိုင်ယာရီ,Burmese,ရန်ကုန်,၂၀၁၃,၁ ကြိမ်,၃၀၀၀,၉၂၃.၂,ဝယ်ယူ,,A0158,P0026
B00298,ဂျပန်မှုထပ်တစ်ရာ,Burmese,ရန်ကုန်,၂၀၁၉,၂ ကြိမ်,၄၀၀၀,၃၀၅.၈၉၅၆,ဝယ်ယူ,,A0278,P0016
B00299,နှစ်ဆယ့်တစ်ရာစုနှစ်မြန်မာ့အလားအလာ ၂၀၀၀ ပြည့်နှစ်စာစု,Burmese,ရန်ကုန်,၂၀၁၁,၁ ကြိမ်,၆၀၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0278,P0016
B00300,ရှေးမြန်မာမြို့တော်များ,Burmese,ရန်ကုန်,၂၀၂၃,၂ ကြိမ်,၇၅၀၀,၉၅၉.၁,ဝယ်ယူ,,A0278,P0016
B00301,ပုဂံလက်သစ်နှင့် ပုဂံအနုပညာတန်ဖိုးထိန်းရန်,Burmese,ရန်ကုန်,၂၀၂၄,၂ ကြိမ်,၄၅၀၀,၇၂၀.၂၈,ဝယ်ယူ,,A0278,P0016
B00302,လူတွေရဲ့ အကျိုးကို ရှေးရှုပြီးရေးတဲ့ မြန်မာသမိုင်း ၂၀၀၃ စာစု,Burmese,ရန်ကုန်,၂၀၁၁,၁ ကြိမ်,၅၅၀၀,၉၅၉.၁,ဝယ်ယူ,,A0278,P0016
B00303,မြန်မာထီးမူနန်းရာ,Burmese,ရန်ကုန်,၂၀၂၄,၂ ကြိမ်,၅၀၀၀,၃၉၀.၂၂,ဝယ်ယူ,,A0278,P0016
B00304,အသစ်မြင် မြန်မာသမိုင်း,Burmese,ရန်ကုန်,၂၀၂၀,၃ ကြိမ်,၉၀၀၀,၉၅၉.၁,ဝယ်ယူ,,A0278,P0016
B00305,သဘာဝတ္ထ,Burmese,ရန်ကုန်,၂၀၂၃,၃ ကြိမ်,၇၅၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0028,P0016
B00306,မြန်မာသူရဿတီ ၂၀၀၁ စာစု,Burmese,ရန်ကုန်,၂၀၁၁,၁ ကြိမ်,၂၅၀၀,၈၀၈.၈၄၀၀၉၅၈,ဝယ်ယူ,,A0278,P0016
B00307,ပုဂံခေတ် နိုင်ငံရေးသမိုင်း,Burmese,ရန်ကုန်,၂၀၂၄,၂ ကြိမ်,၇၅၀၀,၉၅၉.၁၀၂,ဝယ်ယူ,,A0278,P0016
B00308,အမှတ်စဥ် သုည,Burmese,ရန်ကုန်,၂၀၂၃,၁ ကြိမ်,၆၅၀၀,၈၅၃.,ဝယ်ယူ,,A0159,P0065
B00309,သမိုင်းတစ်ကွေ့မှ အထင်ကရနိုင်ငံရေးခေါင်းဆောင်များ,Burmese,ရန်ကုန်,၂၀၁၉,၁ ကြိမ်,၇၅၀၀,၉၂၃.၂,ဝယ်ယူ,,A0009,P0097
B00310,အရှေ့တောင်အာရှစစ်မီးလျှံများ,Burmese,ရန်ကုန်,၂၀၁၉,၃ ကြိမ်,၃၅၀၀,၈၂၈.၉၉၃၄,ဝယ်ယူ,,A0160,P0016
B00311,အလင်းတန်းဆောင်းပါးများ,Burmese,ရန်ကုန်,၂၀၁၉,၂ ကြိမ်,၁၇၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0160,P0016
B00312,မြန်မာ့နိုင်ငံရေးမုန်တိုင်းထဲက ကျွန်တော့်ဘဝ (ဒုတိယတွဲ),Burmese,ရန်ကုန်,၂၀၂၁,၁ ကြိမ်,၄၀၀၀,၉၂၇.၅,ဝယ်ယူ,,A0161,P0019
B00313,တပ်မတော်ထောက်လှမ်းရေးအရာရှိများနှင့် တွေ့ဆုံခြင်း,Burmese,ရန်ကုန်,၂၀၁၉,၁ ကြိမ်,၃၀၀၀,၃၀၂.၃၄၆,ဝယ်ယူ,,A0162,P0012
B00314,အယ်ဒီတာစားပွဲ၊ စာပေအနုပညာဝေဖန်ရေးနှင့် ပန်းနုရောင်အို,Burmese,ရန်ကုန်,၂၀၁၉,၃ ကြိမ်,၄၀၀၀,၈၀၉.,ဝယ်ယူ,,A0118,P0016
B00315,သခင်သန်းထွန်း၏ပြည်တွင်းစစ် တရုတ်ပြည်ကွန်မြူနစ်ပါတီနှင့် ဗမာကွန်မြူနစ်ပါတီ အဆက်အသွယ်များ,Burmese,ရန်ကုန်,၂၀၂၀,၁ ကြိမ်,၁၂၀၀၀,၃၂၇.၅၉၁၀၅၁,ဝယ်ယူ,,A0130,P0009
B00316,တော်လှန်ရေးအတွေ့အကြုံများ,Burmese,ရန်ကုန်,၂၀၀၆,၁ ကြိမ်,၄၀၀၀,၉၂၃.၂,ဝယ်ယူ,,A0163,P0110
B00317,ကျေးတောသူ,Burmese,ရန်ကုန်,၂၀၂၅,၁ ကြိမ်,၁၀၀၀၀,၈၉၅.၈၃,ဝယ်ယူ,,A0164,P0111
B00318,မောင်ကြီးလာပါပေါ့,Burmese,ရန်ကုန်,၂၀၁၈,၂ ကြိမ်,၃၀၀၀,၈၉၅.၈၃,ဝယ်ယူ,,A0165,P0112
B00319,နှစ်ကျွန်းပြန်သံမဏိနှစ်ဦး,Burmese,ရန်ကုန်,၂၀၁၃,၂ ကြိမ်,၃၅၀၀,၉၂၃.၂,ဝယ်ယူ,,A0166,P0026
B00320,မင်းဒုက္ခနဲ့မင်း,Burmese,ရန်ကုန်,၂၀၂၃,၃ ကြိမ်,၇၅၀၀,၈၉၅.၆၁,ဝယ်ယူ,,A0278,P0065
B00321,NLD ခရီးရှည်,Burmese,ရန်ကုန်,၂၀၂၀,၁ ကြိမ်,၄၅၀၀,၃၂၄.၂,ဝယ်ယူ,,,P0065
B00322,ယထာဘူတ,Burmese,ရန်ကုန်,၂၀၂၅,၁ ကြိမ်,,၂၉၄.၃,ဝယ်ယူ,,A0167,P0051
B00323,ကောင်းကြီးလူ့ဘောင်,Burmese,ရန်ကုန်,၂၀၂၃,၂ ကြိမ်,၆၅၀၀,၁၅၈.၁,ဝယ်ယူ,,A0135,P0065
B00324,ညဥ့်ရဲ့အချိန်မှာ မျှော်မျှော်ကာစောင့်တဲ့ အလင်းရောင်ထူးခြားတောက်ပလို့,Burmese,ရန်ကုန်,၂၀၁၀,၁ ကြိမ်,၄၀၀၀,၉၂၇.၈,ဝယ်ယူ,,A0168,P0113
B00325,ဘဓရတစ်ယောက်ရဲ့ဘဝမှတ်တမ်း,Burmese,ရန်ကုန်,၂၀၂၂,၁ ကြိမ်,၅၅၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0169,P0114
B00326,ကာမတဏှာ,Burmese,ရန်ကုန်,၂၀၂၁,,၆၀၀၀,၈၉၅.၈၃,ဝယ်ယူ,,A0170,P0006
B00327,ခေတ်ဝန်ကိုထမ်း ခေတ်လမ်းကိုလျှောက် (ဒုတိယတွဲ),Burmese,ရန်ကုန်,၂၀၁၅,၁ ကြိမ်,၃၀၀၀,၉၂၃.၂,ဝယ်ယူ,,A0144,P0115
B00328,ဗဂျီအောင်စိုးစာပေါင်းစု,Burmese,ရန်ကုန်,၂၀၂၃,၁ ကြိမ်,၉၀၀၀,၈၉၅.၈၄၃၅၇,ဝယ်ယူ,,A0117,P0031
B00329,ရွေးကောက်ပွဲမှာ ဒီမိုကရေစီဘက်တော်သား သမ္မတဖြစ်ဖို့ လိုတယ်,Burmese,ရန်ကုန်,၂၀၂၀,၁ ကြိမ်,၄၀၀၀,၈၉၅.၈၄၃၅၈၁,ဝယ်ယူ,,A0171,P0116
B00330,မင်းသားကနုနု တိုက်ပွဲကကြမ်းကြမ်း,Burmese,ရန်ကုန်,၂၀၁၁,၁ ကြိမ်,၅၀၀၀,၈၉၅.၈၄၃၅၈,ဝယ်ယူ,,A0172,P0113
B00331,မြန်မာနိုင်ငံရင်းနှီးမြုပ်နှံမှုဥပ‌ဒေများ,Burmese,ရန်ကုန်,၂၀၂၀,၁ ကြိမ်,၃၅၀၀,၃၄၆.၀၉၂,ဝယ်ယူ,,A0173,P0051
B00332,လက်ဝဲရံ လက်ယာရံ,Burmese,ရန်ကုန်,၂၀၂၂,၁ ကြိမ်,,၂၉၄.၃၀၉၂,ဝယ်ယူ,,A0167,P0051
B00333,ရှေးတုန်းကဗမာ,Burmese,ရန်ကုန်,၂၀--,၁ ကြိမ်,,၉၁၅.၉၁,ဝယ်ယူ,,A0174,P0051
B00334,ယူနန်- မြန်မာ မီးရထားလမ်း,Burmese,ရန်ကုန်,၂၀၂၂,၁ ကြိမ်,,၃၈၅.၀၅၉၁,ဝယ်ယူ,,A0175,P0051
B00335,တစ်ဆယ့်နှစ်လမိုး,Burmese,ရန်ကုန်,၂၀၂၁,၁ ကြိမ်,၂၅၀၀,၅၅၁.၅၇,ဝယ်ယူ,,A0167,P0051
B00336,မြန်မာပြည် နိုင်ငံရေးရာဇဝင်,Burmese,ရန်ကုန်,၂၀၂၄,၁ ကြိမ်,၁၅၀၀၀,၃၂၀.၉၅၉၁,ဝယ်ယူ,,A0176,P0117
B00337,ကိုယ်ရည်ကိုယ်သွေး စိတ်ပညာ,Burmese,ရန်ကုန်,၂၀၁၇,၂ ကြိမ်,၁၈၀၀,၁၅၅.၂,ဝယ်ယူ,,A0124,P0016
B00338,ရာဇဝင်ထဲက အချစ်မီးလျှံများ,Burmese,ရန်ကုန်,၂၀၁၉,၂ ကြိမ်,၅၀၀၀,၉၅၉.၁၀၂,ဝယ်ယူ,,A0177,P0007
B00339,အင်္ဂလိပ်လူနာ,Burmese,ရန်ကုန်,၂၀၂၂,၁ ကြိမ်,၄၅၀၀,၈၁၃.,ဝယ်ယူ,,A0047,P0065
B00340,သေသူ့ထံမှ ပေးစာများ,Burmese,ရန်ကုန်,၂၀၂၃,၂ ကြိမ်,၉၅၀၀,၈၀၈.၈၄,ဝယ်ယူ,,A0047,P0065
B00341,လုပ်ဇာတ်၏ဗျူပ္ပတ် (သို့မဟုတ်) ၂၀၀၈ ခြေဥလာရာ လားရာခွဲစိတ်ဖြာ,Burmese,ရန်ကုန်,၂၀၁၉,၁ ကြိမ်,၂၀၀၀,၃၄၂.၅၉၁,ဝယ်ယူ,,A0178,P0118
B00342,မြန်မာ့ဇာတ်သဘင်သမိုင်း,Burmese,ရန်ကုန်,၂၀၁၁,၂ ကြိမ်,၂၅၀၀,၇၉၂.၅၀၉,ဝယ်ယူ,,A0179,P0119
B00343,နိုင်ငံရေးမလုပ်ဖြစ်တဲ့အကြောင်း,Burmese,ရန်ကုန်,၂၀၂၀,၁ ကြိမ်,၁၅၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0180,P0016
B00344,နှစ် ၁၂၀ ပြည့် သိပ္ပံမောင်ဝနှင့် သူ၏စာစု,Burmese,ရန်ကုန်,၂၀၁၉,၁ ကြိမ်,၅၀၀၀,၈၉၅.၈၀၉၂,ဝယ်ယူ,,A0181,P0120
B00345,ရာပြည့်မြသီလာသို့ အလွမ်းပြေ,Burmese,ရန်ကုန်,၂၀၂၁,၁ ကြိမ်,၄၀၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0182,P0121
B00346,စောအယ်တာတော(သို့မဟုတ်) အမှန်တရားအတွက်တိုက်ပွဲဝင်သူ,Burmese,ရန်ကုန်,၂၀၁၉,၁ ကြိမ်,၆၀၀၀,၉၂၃.၂,ဝယ်ယူ,,A0183,P0122
B00347,အမွေခံတစ်ယောက် အမွေပေးသူတစ်ရာ,Burmese,ရန်ကုန်,၂၀၂၀,၃ ကြိမ်,၄၀၀၀,၈၉၅.၈၄၉၂၈၃,ဝယ်ယူ,,A0122,P0035
B00348,မန္တလေး၊ မဟာမုနိဘုရားကြီး မြန်မာမှုအနုပညာလက်ရာများနှင့် ‌ရှေး‌ဟောင်းပစ္စည်းများ,Burmese,မန္တလေး,၂၀၂၂,၁ ကြိမ်,၁၅၀၀၀,၂၉၄.၃၄၃၅,ဝယ်ယူ,ရည်ညွှန်း,A0184,P0123
B00349,စိတ်ပညာရှင်တို့၏ ကိုယ်ရည်ကိုယ်သွေးစစ်ဆေးလွှာများ,Burmese,ရန်ကုန်,၂၀၁၆,၁ ကြိမ်,၁၈၀၀,၁၅၅.၂,ဝယ်ယူ,,A0124,P0016
B00350,သင့်ဘဝတွက်တာ အသုံးချစိတ်ပညာ,Burmese,ရန်ကုန်,၂၀၁၉,၄ ကြိမ်,၄၀၀၀,၁၅၈.၄,ဝယ်ယူ,,,P0093
B00351,စာပေဝေဖန်ရေး,Burmese,ရန်ကုန်,၂၀၁၉,၂ ကြိမ်,၅၀၀၀,၈၉၅.၈၀၉,ဝယ်ယူ,,A0118,P0049
