book_id,title,language,place_of_publication,published_year,edition,price,class_number,source,notes,author_id,publisher_id
B00001,ကံ့ကော်မြေမှ ရာပြည့်ရန်ကုန်တက္ကသိုလ်,Burmese,ရန်ကုန်,၂၀၁၇,,၅၀၀၀,၃၇၈.၁,လက်ဆောင်,,A0001,P0001
B00002,တပ်မတော်ကာကွယ်‌ရေးဦးစီးချုပ်ဗိုလ်ချုပ်မှူးကြီးမင်းအောင်လှိုင်(သို့)ငါ့နိုင်ငံတော်၊ ငါ့နိုင်ငံသား၊ငါ့တပ်မတော်အတွက်,Burmese,ရန်ကုန်,၂၀၁၆,,၂၀၀၀,၉၂၃.၁,ဝယ်ယူ,,A0002,P0002
B00003,အာဆီယံဘာသာစကားနှင့် စာအရေးအသားစနစ်မိတ်ဆက်,Burmese,ရန်ကုန်,၂၀၂၄,,၇၀၀၀,၄၁၁.၉၅,လက်ဆောင်,,A0003,P0003
B00004,မောင်သာရ၏ မောင်သာရ,Burmese,ရန်ကုန်,၁၉၈၇,,၃၀,၃၀၂.၃၄၆၉၂၈,ဝယ်ယူ,,A0004,P0004
B00005,ဗန်းမော်တင်အောင်အမှတ်တရကွယ်လွန်ခြင်းနှစ်၃၀မြောက်စာပေအနုပညာစုစည်းမှု,Burmese,ရန်ကုန်,၂၀၁၁,,၃၅၀၀,၈၀၈.၀၀၉၂၈၉၅၈,လက်ဆောင်,,A0005,P0005
B00006,လူကူးမျဥ်းကျားက လမ်းဖြတ်ကူးလျှင် ကမ္ဘာကျော်နိုင်ပါသည်,Burmese,ရန်ကုန်,၂၀၁၆,,၁၅၀၀,၈၉၅.၈၄,လက်ဆောင်,,A0006,P0006
B00007,ဦးဝင်းတင်နဲ့နေထိုင်ခြင်း,Burmese,ရန်ကုန်,၂၀၁၄,,၂၅၀၀,၈၉၅.၈၄,လက်ဆောင်,,A0007,P0092
B00008,ခေတ်ပေါ်အသံ- ကဗျာစာအုပ် ၄ အုပ်ပေါင်းချုပ်,Burmese,ရန်ကုန်,၂၀၁၆,,၂၅၀၀,၈၉၅.၈၁၀၅,ဝယ်ယူ,,A0008,P0007
B00009,ဒေါ်အောင်ဆန်းစုကြည်၏ လက်ရွေးစင်မိန့်ခွန်းများ,Burmese,ရန်ကုန်,၂၀၁၅,,၇၀၀၀,၈၉၅.၈၅,ဝယ်ယူ,,A0009,P0008
B00010,စာသင်ခန်းတွေကို စွန့်ခွာခဲ့ပြီးနောက်,Burmese,ရန်ကုန်,၂၀၁၇,,၄၀၀၀,၉၂၃.၂,ဝယ်ယူ,,A0010,P0009
B00011,အိုရှိုး လိင်စွမ်းအားမှ အဆင့်မြင့်သတိသို့,Burmese,ရန်ကုန်,၂၀၁၅,,၃၀၀၀,၁၅၈.၄,ဝယ်ယူ,,A0011,P0010
B00012,သက်သေခံအသံများ,Burmese,ရန်ကုန်,၂၀၁၆,,၃၀၀၀,၃၆၂.,ဝယ်ယူ,,,P0006
B00013,စိတ်ခွန်အားဖြည့် သုတစာစုများ,Burmese,ရန်ကုန်,၂၀၁၉,,,၈၉၅.၈၄,ဝယ်ယူ,,A0012,P0011
B00014,ပြုပြင်ပြောင်းလဲရေး တတိယလှိုင်း ဘာလဲ၊ ဘယ်လဲ,Burmese,ရန်ကုန်,၂၀၁၄,,၂၀၀၀,၃၆၁.,လက်ဆောင်,,A0013,P0012
B00015,လူကြိုက်နည်းတဲ့ကောင်- မောင်ချောနွယ် ကွယ်လွန်ခြင်း ၁၅နှစ်ပြည့် အမှတ်တရစာကဗျာများ,Burmese,ရန်ကုန်,၂၀၁၇,,၄၀၀၀,၈၀၈.၀၀၉၂၈၉၅၈,ဝယ်ယူ,,A0005,P0007
B00016,လူမျိုးစုစစ်ပွဲနှင့် နိုင်ငံရေးအနာဂတ်,Burmese,ရန်ကုန်,၂၀၁၈,,၂၅၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0005,P0013
B00017,မြန်မာရာဇဝင်ထဲက ထင်ရှားကျော်ကြားအမည်တူများ,Burmese,ရန်ကုန်,၂၀၁၄,,၂၀၀၀,၉၅၉.၁,လက်ဆောင်,,A0014,P0014
B00018,လူမသိသေးသော ဖ.ဆ.ပ.လ အတွင်းရေးများ စကားလက်ဆုံ ပြောလို့မကုန်,Burmese,ရန်ကုန်,၁၉--,,,၉၅၉.၁,ဝယ်ယူ,,A0015,P0015
B00019,လွယ်အိတ်- ရေဒီယိုအသံလွှင့်ချက်များ (၁),Burmese,ရန်ကုန်,၂၀၁၅,,၂၂၀၀,၃၈၄.၅၄,ဝယ်ယူ,,A0016,P0016
B00020,မှန်းဆ တမ်းတ ဖွဲ့ခဲ့မိသမျှ ပုံရိပ်တွေ,Burmese,ရန်ကုန်,၂၀၁၆,,၂၀၀၀,၈၉၅.၈၁,ဝယ်ယူ,,A0017,P0017
B00021,အမျိုးသားလုံခြုံရေးအယူအဆကို ခေတ်သစ်အမြင်ဖြင့် ပြန်လည်ဖွင့်ဆိုခြင်း,Burmese,ရန်ကုန်,၂၀၁၉,,,၃၂၀.၅၁၃,ဝယ်ယူ,,A0018,P0009
B00022,သိကောင်းစရာ အာဆီယံ,Burmese,ရန်ကုန်,၂၀၁၃,,,၃၄၁.၂၄၇၃,ဝယ်ယူ,,,P0018
B00023,ဘတ်လိုက်သတင်းသမားရဲ့ အာဏာရှင်နိုင်ငံတော်ကို ဖြိုလှဲခြင်း,Burmese,ရန်ကုန်,၂၀၁၆,,၅၀၀၀,၉၂၀.၅၉၅၈,ဝယ်ယူ,,A0019,P0019
B00024,မြန်မာ့စာဆိုတော်များ,Burmese,ရန်ကုန်,၂၀၁၀,,,၉၂၈.၉၅၈,ဝယ်ယူ,,A0020,P0020
B00025,ရွှေမန်းတင်မောင်,Burmese,ရန်ကုန်,၂၀၁၇,,၈၅၀၀,၉၂၇.၉,ဝယ်ယူ,,A0021,P0021
B00026,တစ်နိုင်ငံလုံးပစ်ခတ်တိုက်ခိုက်မှု ရပ်စဲရေးသဘောတူစာချုပ်ကို အခြေခံ၍အကောင်အထည်ဖော်ဆောင်နေသော ငြိမ်းချမ်းရေးဖြစ်စဥ်ကို သုံးသပ်တင်ပြခြင်း,Burmese,ရန်ကုန်,၂၀၁၉,,,၃၄၁.၇၃,ဝယ်ယူ,,A0022,P0022
B00027,ဒီမိုကရေစီနှင့်ဖက်ဒရယ်စနစ်တို့ကို အခြေခံသော ပြည်ထောင်စုတည်ဆောက်ရေးနှင့် ၂၀၀၈ ဖွဲ့စည်းပုံအခြေခံဥပဒေ,Burmese,ရန်ကုန်,၂၀၁၉,,,၃၄၂.၅၉၁,ဝယ်ယူ,,A0022,P0022
B00028,ဒီမိုကရေစီနှင့်ဖက်ဒရယ်စနစ်တို့ကို အခြေခံသော ပြည်ထောင်စုတည်ဆောက်ရေးဆိုင်ရာ အဆိုပြုလမ်းညွှန်အခြေခံမူများကို သုံးသပ်တင်ပြခြင်း,Burmese,ရန်ကုန်,၂၀၁၉,,,၃၂၀.၄,ဝယ်ယူ,,A0022,P0022
B00029,တစ်နိုင်ငံလုံးပစ်ခတ်တိုက်ခိုက်မှု ရပ်စဲရေးသဘောတူစာချုပ်နှင့် နိုင်ငံရေးဆွေးနွေးမှု မူဘောင်တို့အရ ဖွဲ့စည်းထားသော နိုင်ငံရေးဆွေးနွေးမှုဆိုင်ရာ ယန္တရားများ,Burmese,ရန်ကုန်,၂၀၁၉,,,၃၂၀.၈,ဝယ်ယူ,,A0022,P0022
B00030,သမိုင်းမှန်ကူကွက်များ(အမျိုးသားညီညွှတ်ရေးပြိုကွဲမှုနှင့် ပြည်တွင်းစစ်အစ),Burmese,ရန်ကုန်,၂၀၁၄,,၄၀၀၀,၉၅၉.၁,ဝယ်ယူ,,A0023,P0019
B00031,ဇင်ကျောက်ခဲများ ဇင်သဲပွင့်များ,Burmese,ရန်ကုန်,၂၀၁၄,,၂၀၀၀,၁၄၀.,ဝယ်ယူ,,A0011,P0005
B00032,နိုင်ငံသား၊ နိုင်ငံသားဖြစ်ခြင်းနှင့် နိုင်ငံသားဥပဒေများအကြောင်း,Burmese,ရန်ကုန်,၂၀၂၀,,၅၀၀၀,၃၄၂.၀၈၃,ဝယ်ယူ,,A0024,P0023
B00033,နာဂသွေးချင်းတို့၏ ရိုးရာယဥ်ကျေးမှု ဓလေ့ထုံးတမ်းများနှင့် ဘဝမြင်ကွင်း,Burmese,ရန်ကုန်,၂၀၂၀,,၅၀၀၀,၃၀၅.၈၉၅၈,ဝယ်ယူ,,A0025,P0016
B00034,ဗန်းမော်တင်အောင်ဋီကာ,Burmese,ရန်ကုန်,၂၀၀၀,,၄၀၀,၉၂၈.၉၅၈,ဝယ်ယူ,,A0005,P0024
B00035,အသင်းအဖွဲ့များ မှတ်ပုံတင်ခြင်းဆိုင်ရာနည်းဥပဒေ,Burmese,ရန်ကုန်,၂၀၁၄,,၁၅၀၀,၃၄၆.၀၆,ဝယ်ယူ,,A0026,P0025
B00036,အနည်းဆုံးအခကြေးငွေဥပ‌ဒေနှင့် သိကောင်းစရာများ,Burmese,ရန်ကုန်,၂၀၁၃,,၈၀၀,၃၄၄.၀၁,ဝယ်ယူ,,A0027,P0025
B00037,မင်းပြစ်မင်းဒဏ်,Burmese,ရန်ကုန်,၂၀၁၃,,၂၀၀၀,၈၉၅.၈၃,ဝယ်ယူ,,A0028,P0026
B00038,မြန်မာနိုင်ငံရင်းနှီးမြုပ်နှံမှုဥပ‌ဒေ၊ နည်းဥပဒေများနှင့် အမိန့်ကြော်ငြာစာများ,Burmese,ရန်ကုန်,၂၀၁၆,,,၃၄၆.၀၉၂,ဝယ်ယူ,,A0029,P0027
B00039,ခေါင်းဆောင်ခြင်း၊ စိတ်သဘောထားပြောင်းလဲအောင်လုပ်ခြင်း,Burmese,ရန်ကုန်,၂၀၁၆,,၁၅၀၀,၁၅၈.၄,ဝယ်ယူ,,A0030,P0028
B00040,လောကဗျူဟာကျမ်း(အင်ရုံစာတမ်း),Burmese,ရန်ကုန်,၁၉၅၈,,,၃၉၀.၂၂,ဝယ်ယူ,,A0031,P0029
B00041,အိုင်အိုးဝါးနေ့ရက်များ ကဗျာ/စာပေခရီးစဥ်,Burmese,ရန်ကုန်,၂၀၁၇,,၃၀၀၀,၉၇၇.၇၀၃၄,ဝယ်ယူ,,A0032,P0007
B00042,နိုင်ငံတကာပြည်သူ့အုပ်ချုပ်ရေး အဖွဲ့အစည်းများ၏ စီမံခန့်ခွဲမှုလေ့လာခြင်း,Burmese,ရန်ကုန်,၂၀၀၇,,၁၇၀၀,၃၅၂.၃,ဝယ်ယူ,,A0033,P0011
B00043,အာရှမှာ ဘယ်လိုလုပ်ကိုင်နေသလဲ,Burmese,ရန်ကုန်,,,,၃၃၃.,ဝယ်ယူ,,A0034,
B00044,ဒေါင်းအိုးဝေကဗျာများ- ၁,Burmese,ရန်ကုန်,၂၀၁၃,,၃၀၀၀,၈၉၅.၈၁,ဝယ်ယူ,,A0005,P0030
B00045,ဂန္ဓမာနှင့် အခြားဝတ္ထုတိုများ,Burmese,ရန်ကုန်,၂၀၁၅,,၁၅၀၀,၈၁၃.,ဝယ်ယူ,,A0035,P0031
B00046,တပ်မတော်နှင့် မြစ်ကူးချောင်းခြားဖြစ်သွားကြသူများ,Burmese,ရန်ကုန်,၂၀၁၆,,၃၀၀၀,၉၅၉.၁,ဝယ်ယူ,,A0036,P0032
B00047,တပ်မတော်နှင့် ချက်ကြိုးပြတ်သွားကြသူများ,Burmese,ရန်ကုန်,၂၀၁၆,,၂၅၀၀,၉၅၉.၁,ဝယ်ယူ,,A0036,P0032
B00048,မြန်မာ့နိုင်ငံရေးကန့်လန့်ဖြတ်မြင်ကွင်း- (ဦး)သိန်းဖေမြင့်၏ပြောကြားချက်များ,Burmese,ရန်ကုန်,၂၀၁၁,,၇၀၀၀,၉၅၉.၁,ဝယ်ယူ,,A0037,P0033
B00049,ဖှက်ဒရယ်ဝါဒမိတ်ဆက်,Burmese,ရန်ကုန်,၂၀၁၆,,၂၀၀၀,၃၂၁.၀၂,လက်ဆောင်,,A0038,P0034
B00050,ဖက်ဒရယ်စနစ်(Federal System) ၏ သိကောင်းစရာများ ကောက်နုတ်ချက်,Burmese,ရန်ကုန်,၂၀၁၆,,,၃၂၁.၀၂,ဝယ်ယူ,,A0039,
B00051,နံနံပင်ကိုပဲ မုန်းမုန်း တေလာဆွစ်ကိုပဲ မုန်းမုန်း နိုင်ငံရေးသမားတွေကိုပဲ မုန်းမုန်း ဘာကိုပဲ မုန်းမုန်း,Burmese,ရန်ကုန်,၂၀၁၇,,၁၅၀၀,၈၉၅.၈၁,ဝယ်ယူ,,A0040,P0016
B00052,ငရဲဟီသံ ( ပုရွက်ဆိတ်၊ ဝက်၊ မြင်းပိန်မ၊ မိန်းမ),Burmese,ရန်ကုန်,၂၀၁၃,,၁၀၀၀,၈၉၅.၈၁,ဝယ်ယူ,,A0041,P0007
B00053,ချိုမိုင်မိုင်ရှာတော်ပုံ,Burmese,ရန်ကုန်,၂၀၁၅,,၁၅၀၀,၈၉၅.၈၁,လက်ဆောင်,,A0042,P0007
B00054,ကပ်ဘေးလွန်ကမ္ဘာရဲ့ အလွမ်းဇာတ်များ,Burmese,ရန်ကုန်,၂၀၂၀,,၁၀၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0043,P0028
B00055,တာ့ဂျ်မဟာလ်,Burmese,ရန်ကုန်,၂၀၁၇,,၁၅၀၀,၉၅၄.၀၂,ဝယ်ယူ,,A0044,P0035
B00056,ဘာသာရပ်ဆိုင်ရာ သုတေသနစာတမ်းများ (၂၀၁၆- ၂၀၁၇) ပညာသင်နှစ်,Burmese,ရန်ကုန်,၂၀၁၈,,၃၀၀၀,၃၇၇.၀၀၇,လက်ဆောင်,,A0045,P0036
B00057,ကိုတံငါ ဖန်တီးရှင် ကြယ်နီ,Burmese,ရန်ကုန်,၂၀၂၃,,,၈၉၅.၈၆,လက်ဆောင်,,A0046,P0016
B00058,အမျိုးသားပညာရေး- အရေးတော်ပုံ ရွေးကောက်ပွဲနှစ် နှင့် NLD ခေတ်သို့,Burmese,ရန်ကုန်,၂၀၁၆,,၅၀၀၀,၃၇၀.၅၉၁,ဝယ်ယူ,,A0001,P0014
B00059,၂၀၂၀ ရွေးကောက်ပွဲနှင့် နိုင်ငံရေးပါတီများ,Burmese,ရန်ကုန်,၂၀၂၀,,၃၀၀၀,၃၂၄.၂၅၉၁,ဝယ်ယူ,,A0005,P0028
B00060,ခန်းဆောင်နီအိပ်မက်,Burmese,ရန်ကုန်,၁၉၈၈,,၄၂,၈၉၅.၁၃,ဝယ်ယူ,,A0047,P0024
B00061,မြန်မာ့နိုင်ငံ‌ရေး နှင်းခဲပျော်ချိန် ထိုသုံးနှစ် (၂၀၁၀- ၂၀၁၁- ၂၀၁၂),Burmese,ရန်ကုန်,၂၀၁၃,,၅၅၀၀,၃၂၀. ၉၅၉၁,ဝယ်ယူ,,A0048,P0037
B00062,ကိုးကန့်သမိုင်းထဲက ယန်မျိုးနွယ် ( မထင်မရှား နယ်စပ်ဒေသတစ်နေရာကို ကာကွယ်ခဲ့သူများ),Burmese,ရန်ကုန်,၂၀၁၆,,၃၀၀၀,၉၅၉.၁၁၆၂,ဝယ်ယူ,,A0049,P0038
B00063,ဇာတိမြေမှ ယနေ့တိုင် တော်လှန်ရေးနှင့် နိုင်ငံရေးခရီး,Burmese,ရန်ကုန်,၂၀၁၅,,၂၅၀၀,၉၂၃.၂,ဝယ်ယူ,,A0050,P0010
B00064,မြန်မာပြည် ဇာတ်လမ်းရှုပ်သမျှ လောကဇာတ်ခုံ အဖုံဖုံ အလီလီ,Burmese,ရန်ကုန်,၂၀၁၃,,၄၀၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0051,P0005
B00065,ကြေးနီမောင်း ကျောင်းသားတွေနိုင်တယ် ဓာတ်ပုံတွေရေးတဲ့ကဗျာများ,Burmese,ရန်ကုန်,၂၀၁၆,,၁၅၀၀,၈၉၅.၈၁,လက်ဆောင်,,A0052,P0039
B00066,ကမ္ဘာကို မောင်းနှင်နေတဲ့ လူမှုကွန်ရက်များ,Burmese,ရန်ကုန်,၂၀၁၃,,၂၀၀၀,၄.၆၇၈,ဝယ်ယူ,,A0053,P0040
B00067,ပုပ်ရဟန်းမင်းကြီး ဖရန်စစ္စ,Burmese,ရန်ကုန်,၂၀၁၇,,၁၅၀၀,၉၂၂.,ဝယ်ယူ,,A0054,P0035
B00068,နိုင်ငံတော် သမ္မတနှင့် ဒုတိယသမ္မတများ ရွေးချယ်တင်မြှောက်ခြင်းဆိုင်ရာဥပဒေ နှင့် နိုင်ငံတော် သမ္မတနှင့် ဒုတိယသမ္မတများ ရွေးချယ်တင်မြှောက်ခြင်းဆိုင်ရာ နည်းဥပဒေများ,Burmese,ရန်ကုန်,၂၀၁၀,,,၃၄၉.၅၉၁,လက်ဆောင်,ရည်ညွှန်း,A0055,P0041
B00069,နိုင်ငံတော်အလံ ဥပဒေနှင့် နိုင်ငံတော်အလံ နည်းဥပဒေများ,Burmese,ရန်ကုန်,,,,၃၄၉.၅၉၁,,ရည်ညွှန်း,,
B00070,နိုင်ငံတော်သီချင်း ဥပဒေနှင့် နိုင်ငံတော်သီချင်း နည်းဥပဒေများ,Burmese,ရန်ကုန်,,,,၃၄၉.၅၉၁,,ရည်ညွှန်း,,
B00071,နိုင်ငံတော်အထိမ်းအမှတ်တံဆိပ် ဥပဒေနှင့် နိုင်ငံတော်အထိမ်းအမှတ်တံဆိပ် နည်းဥပဒေများ,Burmese,ရန်ကုန်,,,,၃၄၉.၅၉၁,,ရည်ညွှန်း,,
B00072,ပြည်ထောင်စုအစိုးရအဖွဲ့ဥပဒေ,Burmese,ရန်ကုန်,,,,၃၄၉.၅၉၁,,ရည်ညွှန်း,,
B00073,ပြည်ထောင်စုရှေ့နေချုပ်ဥပဒေ,Burmese,ရန်ကုန်,,,,၃၄၉.၅၉၁,,ရည်ညွှန်း,,
B00074,ပြည်ထောင်စုစာရင်းစစ်ချုပ်ဥပဒေ,Burmese,ရန်ကုန်,,,,၃၄၉.၅၉၁,,ရည်ညွှန်း,,
B00075,ပြည်ထောင်စုရာထူးဝန်အဖွဲ့ဥပဒေ,Burmese,ရန်ကုန်,,,,၃၄၉.၅၉၁,,ရည်ညွှန်း,,
B00076,ပြည်သူ့လွှတ်တော်‌ရွေးကောက်ပွဲဥပဒေ,Burmese,နေပြည်တော်,၂၀၁၄,,,၃၄၂.၀၇၀၉၅၁,လက်ဆောင်,ရည်ညွှန်း,A0056,P0042
B00077,ပြည်သူ့လွှတ်တော်‌ရွေးကောက်ပွဲနည်းဥပဒေများ,Burmese,နေပြည်တော်,,,,၃၄၂.၀၇၀၉၅၁,,ရည်ညွှန်း,,
B00078,အမျိုးသားလွှတ်တော်ရွေးကောက်ပွဲဥပဒေ,Burmese,နေပြည်တော်,,,,၃၄၂.၀၇၀၉၅၁,,ရည်ညွှန်း,,
B00079,အမျိုးသားလွှတ်တော်‌ရွေးကောက်ပွဲနည်းဥပဒေများ,Burmese,နေပြည်တော်,,,,၃၄၂.၀၇၀၉၅၁,,ရည်ညွှန်း,,
B00080,တိုင်းဒေသကြီးလွှတ်တော် သို့မဟုတ် ပြည်နယ်လွှတ်တော်‌ရွေးကောက်ပွဲဥပဒေ,Burmese,နေပြည်တော်,,,,၃၄၂.၀၇၀၉၅၁,,ရည်ညွှန်း,,
B00081,တိုင်းဒေသကြီးလွှတ်တော် သို့မဟုတ် ပြည်နယ်လွှတ်တော်‌ရွေးကောက်ပွဲနည်းဥပဒေများ,Burmese,နေပြည်တော်,,,,၃၄၂.၀၇၀၉၅၁,,ရည်ညွှန်း,,
B00082,ပင်လုံလက်စွဲ,Burmese,ရန်ကုန်,၂၀၁၈,,,၃၂၄.၂၅၉၁,ဝယ်ယူ,,A0057,P0043
B00083,ဂျိုးဘိုင်ဒင် အမေရိကန်သမ္မတအဖြစ်လျှောက်သောလမ်း,Burmese,ရန်ကုန်,၂၀၂၂,,၇၀၀၀,၉၂၃.၁,ဝယ်ယူ,,A0058,P0044
B00084,ပျော်ရွှင်ဖွယ်ရာ ကမ္ဘာာာားးးးး,Burmese,ရန်ကုန်,၂၀၁၃,,၁၀၀၀,၈၉၅.၈၁,ဝယ်ယူ,,A0059,P0045
B00085,သုံးကြောင်းကဗျာ ၁၀၀,Burmese,ရန်ကုန်,၂၀၁၇,,၂၀၀၀,၈၉၅.၈၁,ဝယ်ယူ,,A0060,P0007
B00086,ပြည်‌ထောင်စုဆိုရှယ်လစ်သမ္မတမြန်မာနိုင်ငံတော် ဖွဲ့စည်းပုံ အခြေခံဥပဒေ နှင့် ပတ်သက်သော အဓိပ္ပာယ်ရှင်းလင်းချက်များ,Burmese,ရန်ကုန်,၁၉၇၃,,,၃၄၂.၅၉၁,ဝယ်ယူ,,A0061,P0046
B00087,တပ်ချုပ်ကြီးနှင့် အတူတွဲတိုက်ခဲ့ရတဲ့ ဝမ်ခသစ် (ကော့မှူးရာ) စခန်းတိုက်ပွဲနှင့် ဝမ်းနားဟွေ၊ မိုင်းနင်တိုက်ပွဲ,Burmese,ရန်ကုန်,၂၀၁၈,,၄၅၀၀,၃၅၅.၄,ဝယ်ယူ,,A0062,P0019
B00088,ကွန်မြူနစ်ပါတီကျေညာစာတမ်း(၁),Burmese,ရန်ကုန်,၁၉--,,,၃၂၄.၂,ဝယ်ယူ,,A0063,P0047
B00089,အညတြ,Burmese,ရန်ကုန်,၂၀၁၃,,,၈၉၅.၈၃,ဝယ်ယူ,,A0028,P0026
B00090,ပင်လုံဆိုသည်မှာနှင့် Right to Recall,Burmese,ရန်ကုန်,၂၀၁၇,,၂၅၀၀,၃၂၀.၉၅၉၁,ဝယ်ယူ,,A0064,P0048
B00091,မီးဖိုချောင်ထဲကလရိပ်,Burmese,ရန်ကုန်,၂၀၁၉,,၃၀၀၀,၈၉၅.၆၃,ဝယ်ယူ,,A0065,P0007
B00092,ပင်လုံစာချုပ် ဦးအောင်ဆန်း၏ လမ်းညွှန်မှု ခုနစ်ချက် တောင်ကြီးညီလာခံ နှင့် ဖယ်ဒရယ်မူ,Burmese,ရန်ကုန်,၂၀၁၆,,၂၅၀၀,၃၂၁.၀၂,လက်ဆောင်,,A0066,P0049
B00093,တပ်မတော်နှင့် မြစ်ကူးချောင်းခြားဖြစ်သွားကြသူများ,Burmese,ရန်ကုန်,၂၀၁၆,,၃၀၀၀,၉၅၉.၁,ဝယ်ယူ,,A0036,P0032
B00094,၂၀၂၀ ရွေးကောက်ပွဲနှင့် နိုင်ငံရေးပါတီများ,Burmese,ရန်ကုန်,၂၀၂၀,,၃၀၀၀,၃၂၄.,ဝယ်ယူ,,A0005,P0028
B00095,ဒီမိုကရေစီဖက်ဒရယ်ပြည်ထောင်စုနိုင်ငံတည်ဆောက်ခြင်း,Burmese,ရန်ကုန်,၂၀၁၆,,၃၀၀၀,၃၂၁.၀၂,လက်ဆောင်,,A0001,P0001
B00096,လူသားဆန်မှုနှင့် လွတ်လပ်ခြင်းနိဒါန်း (အတွေးအမြင် ဆောင်းပါးပေါင်းချုပ်),Burmese,ချင်းမိုင်,၂၀၁၈,,200 Bath,၈၉၅.၈၄,ဝယ်ယူ,,A0067,P0050
B00097,တွေ့ကြုံခဲ့ရ လူ့ဘဝ အတွဲ (၂),Burmese,ရန်ကုန်,၂၀၁၆,,,၈၉၅.၈၄,ဝယ်ယူ,,A0068,P0051
B00098,ချစ်တုံ့မပြန်နှင့် အခြားဘာသာပြန်ဝတ္ထုတိုများ,Burmese,ရန်ကုန်,၂၀၁၈,,၁၅၀၀,၈၀၈.၈၃,ဝယ်ယူ,,A0069,P0035
B00099,ကြယ်တွေကြွေနေတဲ့ကောင်းကင်,Burmese,ရန်ကုန်,၂၀၂၀,,၃၀၀၀,၉၂၀.,ဝယ်ယူ,,A0070,P0007
B00100,တွေ့ကြုံခဲ့ရ လူ့ဘဝ အတွဲ (၁),Burmese,ရန်ကုန်,၂၀၁၆,,,၈၉၅.၈၄,ဝယ်ယူ,,A0068,P0051
B00101,ကျောက်မီးသွေးတစ္ဆေခြောက်လန့်ခံနေရတဲ့ မြန်မာပြည်,Burmese,ရန်ကုန်,၂၀၁၇,,၂၅၀၀,၃၃၃.၇၂,ဝယ်ယူ,,A0071,P0052
B00102,အနှစ်(၅၀) တော်လှန်ရေးခရီး,Burmese,ချင်းမိုင်,၂၀၂၂,,,၉၂၃.၂,လက်ဆောင်,,A0072,P0053
B00103,ငြိမ်းချမ်းရေးဖြစ်စဥ်နှင့် ကိုယ်တိုင်ပါဝင်ခဲ့သူများ၏ သုံးသပ်ချက်များ,Burmese,ရန်ကုန်,၂၀၁၆,,,၃၂၀.၉,ဝယ်ယူ,,A0073,P0054
B00104,ငန်းနက်နှင့် နှံကောင်,Burmese,ရန်ကုန်,၂၀၁၅,,၂၀၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0074,P0055
B00105,နှင်းဆီပန်းထဲက နတ်သူငယ်လေးနှင့် အခြားပုံပြင်များ,Burmese,ရန်ကုန်,၂၀၁၆,,၄၀၀၀,၃၉၈.၂,လက်ဆောင်,,A0075,P0056
B00106,ဘဝစာမျက်နှာများ (၂),Burmese,ရန်ကုန်,၂၀၁၆,,၂၃၀၀,၈၉၅.၈၄,ဝယ်ယူ,,A0076,P0016
B00107,သခင်တွေရဲ့ နိုင်ငံ,Burmese,ရန်ကုန်,၂၀၁၈,,၃၀၀၀,၈၉၅.၈၄,လက်ဆောင်,,A0077,P0016
B00108,၂၀၀၈ ဖွဲ့စည်းပုံအခြေခံဥပ‌‌ဒေ၊ အမျိုးသားညီလာခံနှင့် တပ်မတော်၏နိုင်ငံရေးဦးဆောင်မှုအခန်းကဏ္ဍ,Burmese,ရန်ကုန်,၂၀၁၄,,၅၀၀,၃၂၀.,ဝယ်ယူ,,A0078,P0057
B00109,ဖက်ဒရယ် ပြည်ထောင်စု ဖွဲ့စည်းပုံ အခြေခံဥပဒေ,Burmese,ရန်ကုန်,၂၀၁၅,,,၃၂၁.၀၂,ဝယ်ယူ,,A0079,P0058
B00110,ပြည်ထောင်စုသမ္မတမြန်မာနိုင်ငံတော် ဖွဲ့စည်းပုံ အခြေခံဥပ‌ဒေ (၂၀၀၈ ခုနှစ်) နှင့် ဖွဲ့စည်းပုံအခြေခံဥပဒေကို ပြင်ဆင်သည့် ဥပဒေကြမ်းများ နှိုင်းယှဥ်ဇယား,Burmese,နေပြည်တော်,၂၀၁၅,,,၄၃၂.၅၉၁,ဝယ်ယူ,,A0080,P0059
B00111,ကျနော်ပြောချင်တဲ့ အရပ်ဘက် စစ်ဘက် ဆက်ဆံရေး,Burmese,ရန်ကုန်,၂၀၁၇,,၁၀၀၀,၃၂၀.၉၅၉၁,ဝယ်ယူ,,A0081,P0060
B00112,ဂမ္ဘီရအပြားနှင့် Facebook ကဗျာများ,Burmese,ရန်ကုန်,၂၀၁၆,,၁၅၀၀,၈၉၅.၈၁,ဝယ်ယူ,,A0082,P0012
B00113,ထောက်ပံ့ခံနိုင်ငံ၊ မိုးကျရွှေကိုယ် နှင့် အိုးနင်းခွက်နင်း ဘောဂဗေဒ,Burmese,ရန်ကုန်,၂၀၁၈,,၂၅၀၀,၃၃၀.၉၅၉၁,ဝယ်ယူ,,A0083,P0061
B00114,နှလုံးသားတောင်ထိပ်က အရဟံစေတီ,Burmese,ရန်ကုန်,၂၀၁၇,,၁၅၀၀,၂၉၄.၃၈၂,ဝယ်ယူ,,A0084,P0062
